# nccl-tests version 2.19.7 nccl-headers=23102 nccl-library=23102
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 4 minBytes 8 maxBytes 134217728 step: 2(factor) warmup iters: 20 iters: 50 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid   6588 on 1fde004aaa97 device  0 [0000:81:00] NVIDIA RTX PRO 4500 Blackwell
#  Rank  1 Group  0 Pid   6588 on 1fde004aaa97 device  1 [0000:82:00] NVIDIA RTX PRO 4500 Blackwell
#  Rank  2 Group  0 Pid   6588 on 1fde004aaa97 device  2 [0000:c1:00] NVIDIA RTX PRO 4500 Blackwell
#  Rank  3 Group  0 Pid   6588 on 1fde004aaa97 device  3 [0000:c2:00] NVIDIA RTX PRO 4500 Blackwell
NCCL version 2.31.2+cuda12.9
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           8             2     float     sum      -1    21.46    0.00    0.00       0    21.33    0.00    0.00       0
          16             4     float     sum      -1    21.29    0.00    0.00       0    21.36    0.00    0.00       0
          32             8     float     sum      -1    21.44    0.00    0.00       0    24.02    0.00    0.00       0
          64            16     float     sum      -1    21.42    0.00    0.00       0    21.51    0.00    0.00       0
         128            32     float     sum      -1    21.36    0.01    0.01       0    21.37    0.01    0.01       0
         256            64     float     sum      -1    21.19    0.01    0.02       0    21.10    0.01    0.02       0
         512           128     float     sum      -1    21.03    0.02    0.04       0    21.18    0.02    0.04       0
        1024           256     float     sum      -1    21.16    0.05    0.07       0    21.04    0.05    0.07       0
        2048           512     float     sum      -1    21.17    0.10    0.15       0    21.09    0.10    0.15       0
        4096          1024     float     sum      -1    21.09    0.19    0.29       0    21.13    0.19    0.29       0
        8192          2048     float     sum      -1    21.21    0.39    0.58       0    21.15    0.39    0.58       0
       16384          4096     float     sum      -1    24.54    0.67    1.00       0    24.93    0.66    0.99       0
       32768          8192     float     sum      -1    25.13    1.30    1.96       0    25.18    1.30    1.95       0
       65536         16384     float     sum      -1    35.14    1.86    2.80       0    35.35    1.85    2.78       0
      131072         32768     float     sum      -1    61.85    2.12    3.18       0    61.72    2.12    3.19       0
      262144         65536     float     sum      -1   121.57    2.16    3.23       0   131.27    2.00    3.00       0
      524288        131072     float     sum      -1   142.05    3.69    5.54       0   142.34    3.68    5.53       0
     1048576        262144     float     sum      -1   297.26    3.53    5.29       0   286.92    3.65    5.48       0
     2097152        524288     float     sum      -1   570.23    3.68    5.52       0   561.59    3.73    5.60       0
     4194304       1048576     float     sum      -1  1129.72    3.71    5.57       0  1125.42    3.73    5.59       0
     8388608       2097152     float     sum      -1  2237.11    3.75    5.62       0  2234.95    3.75    5.63       0
    16777216       4194304     float     sum      -1  4532.33    3.70    5.55       0  4761.27    3.52    5.29       0
    33554432       8388608     float     sum      -1  9177.94    3.66    5.48       0  9211.88    3.64    5.46       0
    67108864      16777216     float     sum      -1  18941.1    3.54    5.31       0  19089.5    3.52    5.27       0
   134217728      33554432     float     sum      -1  38121.6    3.52    5.28       0  38099.6    3.52    5.28       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 2.49391 
#
# Collective test concluded: all_reduce_perf
#

