# nccl-tests version 2.19.7 nccl-headers=23102 nccl-library=23102
# Collective test starting: reduce_scatter_perf
# nThread 1 nGpus 2 minBytes 8 maxBytes 134217728 step: 2(factor) warmup iters: 20 iters: 50 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid   5598 on 1fde004aaa97 device  0 [0000:81:00] NVIDIA RTX PRO 4500 Blackwell
#  Rank  1 Group  0 Pid   5598 on 1fde004aaa97 device  1 [0000:82:00] NVIDIA RTX PRO 4500 Blackwell
NCCL version 2.31.2+cuda12.9
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           0             0     float     sum      -1     0.24    0.00    0.00       0     0.23    0.00    0.00       0
           0             0     float     sum      -1     0.23    0.00    0.00       0     0.23    0.00    0.00       0
          32             4     float     sum      -1    10.73    0.00    0.00       0    10.95    0.00    0.00       0
          64             8     float     sum      -1    10.86    0.01    0.00       0    10.74    0.01    0.00       0
         128            16     float     sum      -1    10.79    0.01    0.01       0    10.81    0.01    0.01       0
         256            32     float     sum      -1    10.90    0.02    0.01       0    11.00    0.02    0.01       0
         512            64     float     sum      -1    10.81    0.05    0.02       0    10.75    0.05    0.02       0
        1024           128     float     sum      -1    10.82    0.09    0.05       0    10.91    0.09    0.05       0
        2048           256     float     sum      -1    10.93    0.19    0.09       0    10.76    0.19    0.10       0
        4096           512     float     sum      -1    10.97    0.37    0.19       0    10.79    0.38    0.19       0
        8192          1024     float     sum      -1    11.02    0.74    0.37       0    10.92    0.75    0.37       0
       16384          2048     float     sum      -1    10.68    1.53    0.77       0    10.85    1.51    0.75       0
       32768          4096     float     sum      -1    10.71    3.06    1.53       0    10.75    3.05    1.52       0
       65536          8192     float     sum      -1    10.91    6.00    3.00       0    10.74    6.10    3.05       0
      131072         16384     float     sum      -1    11.79   11.12    5.56       0    11.57   11.33    5.67       0
      262144         32768     float     sum      -1    18.84   13.91    6.96       0    18.73   14.00    7.00       0
      524288         65536     float     sum      -1    27.97   18.75    9.37       0    27.52   19.05    9.52       0
     1048576        131072     float     sum      -1    40.88   25.65   12.83       0    41.73   25.13   12.56       0
     2097152        262144     float     sum      -1    75.39   27.82   13.91       0    75.15   27.91   13.95       0
     4194304        524288     float     sum      -1   140.32   29.89   14.95       0   140.39   29.88   14.94       0
     8388608       1048576     float     sum      -1   272.52   30.78   15.39       0   273.75   30.64   15.32       0
    16777216       2097152     float     sum      -1   533.92   31.42   15.71       0   540.99   31.01   15.51       0
    33554432       4194304     float     sum      -1  1052.43   31.88   15.94       0  1058.94   31.69   15.84       0
    67108864       8388608     float     sum      -1  2007.29   33.43   16.72       0  2026.36   33.12   16.56       0
   134217728      16777216     float     sum      -1  3781.01   35.50   17.75       0  3801.36   35.31   17.65       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 6.03461 
#
# Collective test concluded: reduce_scatter_perf
#

