# nccl-tests version 2.19.7 nccl-headers=23102 nccl-library=23102
# Collective test starting: all_gather_perf
# nThread 1 nGpus 2 minBytes 8 maxBytes 134217728 step: 2(factor) warmup iters: 20 iters: 50 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid   5861 on 1fde004aaa97 device  0 [0000:81:00] NVIDIA RTX PRO 4500 Blackwell
#  Rank  1 Group  0 Pid   5861 on 1fde004aaa97 device  1 [0000:82:00] NVIDIA RTX PRO 4500 Blackwell
NCCL version 2.31.2+cuda12.9
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           0             0     float    none      -1     0.24    0.00    0.00       0     0.23    0.00    0.00       0
           0             0     float    none      -1     0.23    0.00    0.00       0     0.23    0.00    0.00       0
          32             4     float    none      -1    11.04    0.00    0.00       0    10.93    0.00    0.00       0
          64             8     float    none      -1    11.04    0.01    0.00       0    10.89    0.01    0.00       0
         128            16     float    none      -1    11.15    0.01    0.01       0    10.95    0.01    0.01       0
         256            32     float    none      -1    13.07    0.02    0.01       0    10.83    0.02    0.01       0
         512            64     float    none      -1    11.07    0.05    0.02       0    10.78    0.05    0.02       0
        1024           128     float    none      -1    11.03    0.09    0.05       0    10.92    0.09    0.05       0
        2048           256     float    none      -1    10.90    0.19    0.09       0    10.86    0.19    0.09       0
        4096           512     float    none      -1    10.72    0.38    0.19       0    10.84    0.38    0.19       0
        8192          1024     float    none      -1    10.83    0.76    0.38       0    10.87    0.75    0.38       0
       16384          2048     float    none      -1    11.13    1.47    0.74       0    10.96    1.49    0.75       0
       32768          4096     float    none      -1    10.99    2.98    1.49       0    10.89    3.01    1.51       0
       65536          8192     float    none      -1    11.01    5.95    2.98       0    10.98    5.97    2.98       0
      131072         16384     float    none      -1    11.40   11.50    5.75       0    11.51   11.38    5.69       0
      262144         32768     float    none      -1    18.43   14.23    7.11       0    18.67   14.04    7.02       0
      524288         65536     float    none      -1    26.55   19.75    9.87       0    26.06   20.12   10.06       0
     1048576        131072     float    none      -1    38.81   27.02   13.51       0    38.68   27.11   13.55       0
     2097152        262144     float    none      -1    66.66   31.46   15.73       0    66.26   31.65   15.83       0
     4194304        524288     float    none      -1   124.58   33.67   16.83       0   123.96   33.84   16.92       0
     8388608       1048576     float    none      -1   246.12   34.08   17.04       0   243.88   34.40   17.20       0
    16777216       2097152     float    none      -1   480.63   34.91   17.45       0   475.56   35.28   17.64       0
    33554432       4194304     float    none      -1   939.54   35.71   17.86       0   929.39   36.10   18.05       0
    67108864       8388608     float    none      -1  1851.85   36.24   18.12       0  1787.55   37.54   18.77       0
   134217728      16777216     float    none      -1  3486.11   38.50   19.25       0  3415.99   39.29   19.65       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 6.61701 
#
# Collective test concluded: all_gather_perf
#

