schema_version,experiment_id,phase,timestamp,value_kind,git_commit,provider,hostname,os,cpu_model,node_count,gpu_model,gpu_count,topology_summary,network,nvlink_present,p2p_enabled,transport,cuda_version,driver_version,nccl_version,compiler_version,benchmark_tool,config_label,collective,datatype,message_size_bytes,count_elements,placement,warmup_iterations,measured_iterations,repeat_index,latency_us,algorithmic_bandwidth_gbps,bus_bandwidth_gbps,wrong_count,correctness_ok,command,raw_output_path,notes
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,nccl,nccl-reference,all_reduce,float,1048576,262144,in_place,5,20,0,4767.501,0.21994248139643807,0.3299137220946571,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=0 bytes_expected_per_rank=1572864
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,custom-ring-allreduce,v1-naive,all_reduce,float,16777216,4194304,in_place,5,20,0,17678.946,0.948994131211216,1.423491196816824,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=25165824 bytes_expected_per_rank=25165824
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,custom-ring-allreduce,v2-async,all_reduce,float,16777216,4194304,in_place,5,20,0,10785.104,1.5555914898919845,2.3333872348379767,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=25165824 bytes_expected_per_rank=25165824
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,custom-ring-allreduce,v3-pipelined-sub2,all_reduce,float,16777216,4194304,in_place,5,20,0,8860.205,1.8935471583332442,2.8403207374998662,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=25165824 bytes_expected_per_rank=25165824
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,custom-ring-allreduce,v3-pipelined-sub4,all_reduce,float,16777216,4194304,in_place,5,20,0,8892.724,1.8866228165857841,2.8299342248786763,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=25165824 bytes_expected_per_rank=25165824
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,custom-ring-allreduce,v3-pipelined-sub8,all_reduce,float,16777216,4194304,in_place,5,20,0,8934.925,1.877712012132167,2.8165680181982506,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=25165824 bytes_expected_per_rank=25165824
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,custom-ring-allreduce,v3-pipelined-sub16,all_reduce,float,16777216,4194304,in_place,5,20,0,9017.859,1.8604433713146324,2.7906650569719487,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=25165824 bytes_expected_per_rank=25165824
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,nccl,nccl-reference,all_reduce,float,16777216,4194304,in_place,5,20,0,19688.294,0.852141683784283,1.2782125256764245,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=0 bytes_expected_per_rank=25165824
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,custom-ring-allreduce,v1-naive,all_reduce,float,134217728,33554432,in_place,5,20,0,62565.063,2.14525042514542,3.21787563771813,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=201326592 bytes_expected_per_rank=201326592
1,p6-ring-allreduce-20260828T164556Z-911ccf0,phase6,2026-08-28T17:02:01Z,measured,911ccf02f2c151a2d674be3a4cb684bad993bf35,unknown,17d8fecc5a6a,Ubuntu 24.04.3 LTS,AMD EPYC 7542 32-Core Processor,1,NVIDIA L4,4,NODE,none-single-node,False,False,host-staged,12.8,570.195.03,2.25.1,gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0,custom-ring-allreduce,v2-async,all_reduce,float,134217728,33554432,in_place,5,20,0,42406.531,3.165024934484738,4.747537401727107,0,True,/root/repo/src/ring_allreduce/build/ring_allreduce -g 4 -w 5 -n 20 --allow-host-staged,results/raw/p6-ring-allreduce-20260828T164556Z-911ccf0/ring_allreduce.stdout.txt,max_abs_err=0.000000 bytes_moved_per_rank=201326592 bytes_expected_per_rank=201326592
