

Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
49.3,607847204,1,607847204.0,607847204.0,607847204,607847204,0.0,PushPop,NCCL:ncclCommInitAll
16.6,205315852,100,2053158.5,48011.5,43773,200437747,20038848.4,PushPop,NCCL:ncclGroupEnd
13.6,168353001,4,42088250.3,178989.5,137912,167857110,83845912.1,PushPop,NCCL:ncclCommDestroy
10.3,126841788,1,126841788.0,126841788.0,126841788,126841788,0.0,PushPop,calibrate
10.1,124950117,1,124950117.0,124950117.0,124950117,124950117,0.0,PushPop,ddp-pipeline
0.0,591566,400,1478.9,1222.0,1011,25919,1489.8,PushPop,NCCL:ncclAllReduce
0.0,76242,100,762.4,396.0,141,6413,1372.6,PushPop,NCCL:ncclGroupStart

