# nccl-tests version 2.19.7 nccl-headers=22501 nccl-library=22501
# Collective test starting: all_gather_perf
# nThread 1 nGpus 2 minBytes 8 maxBytes 134217728 step: 2(factor) warmup iters: 20 iters: 50 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid   2089 on 5c44f3e9a47e device  0 [0000:03:00] NVIDIA L4
#  Rank  1 Group  0 Pid   2089 on 5c44f3e9a47e device  1 [0000:c3:00] NVIDIA L4
NCCL version 2.25.1+cuda12.8
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           0             0     float    none      -1     0.16    0.00    0.00       0     0.15    0.00    0.00       0
           0             0     float    none      -1     0.15    0.00    0.00       0     0.16    0.00    0.00       0
          32             4     float    none      -1     7.35    0.00    0.00       0     7.03    0.00    0.00       0
          64             8     float    none      -1     7.23    0.01    0.00       0     7.05    0.01    0.00       0
         128            16     float    none      -1     7.05    0.02    0.01       0     7.33    0.02    0.01       0
         256            32     float    none      -1     7.34    0.03    0.02       0     7.03    0.04    0.02       0
         512            64     float    none      -1     6.98    0.07    0.04       0     7.14    0.07    0.04       0
        1024           128     float    none      -1     7.08    0.14    0.07       0     7.03    0.15    0.07       0
        2048           256     float    none      -1     6.76    0.30    0.15       0     6.72    0.30    0.15       0
        4096           512     float    none      -1     6.76    0.61    0.30       0     6.73    0.61    0.30       0
        8192          1024     float    none      -1     7.00    1.17    0.58       0     6.85    1.20    0.60       0
       16384          2048     float    none      -1     7.38    2.22    1.11       0     7.37    2.22    1.11       0
       32768          4096     float    none      -1     9.28    3.53    1.77       0     9.19    3.57    1.78       0
       65536          8192     float    none      -1    12.17    5.39    2.69       0    12.08    5.42    2.71       0
      131072         16384     float    none      -1    17.72    7.40    3.70       0    17.69    7.41    3.71       0
      262144         32768     float    none      -1    32.05    8.18    4.09       0    31.30    8.38    4.19       0
      524288         65536     float    none      -1    44.00   11.92    5.96       0    43.56   12.04    6.02       0
     1048576        131072     float    none      -1    65.87   15.92    7.96       0    65.72   15.96    7.98       0
     2097152        262144     float    none      -1   111.30   18.84    9.42       0   111.22   18.86    9.43       0
     4194304        524288     float    none      -1   210.31   19.94    9.97       0   210.21   19.95    9.98       0
     8388608       1048576     float    none      -1   412.41   20.34   10.17       0   410.02   20.46   10.23       0
    16777216       2097152     float    none      -1   815.12   20.58   10.29       0   811.46   20.68   10.34       0
    33554432       4194304     float    none      -1  1617.23   20.75   10.37       0  1607.47   20.87   10.44       0
    67108864       8388608     float    none      -1  3220.80   20.84   10.42       0  3210.74   20.90   10.45       0
   134217728      16777216     float    none      -1  6427.98   20.88   10.44       0  6405.10   20.95   10.48       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 3.99147 
#
# Collective test concluded: all_gather_perf
#

