# nccl-tests version 2.20.0 (b4d5bee) nccl-headers=22501 nccl-library=22501
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 4 minBytes 8 maxBytes 134217728 step: 8(factor) warmup iters: 20 iters: 50 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid   2237 on cec425f13d09 device  0 [0000:61:00] NVIDIA L4
#  Rank  1 Group  0 Pid   2237 on cec425f13d09 device  1 [0000:81:00] NVIDIA L4
#  Rank  2 Group  0 Pid   2237 on cec425f13d09 device  2 [0000:a1:00] NVIDIA L4
#  Rank  3 Group  0 Pid   2237 on cec425f13d09 device  3 [0000:e1:00] NVIDIA L4
NCCL version 2.25.1+cuda12.8
#
#                                                              out-of-place                       in-place
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)        
           8             2     float     sum      -1    44.82    0.00    0.00       0    29.27    0.00    0.00       0
          64            16     float     sum      -1    29.34    0.00    0.00       0    29.76    0.00    0.00       0
         512           128     float     sum      -1    30.69    0.02    0.03       0    29.52    0.02    0.03       0
        4096          1024     float     sum      -1    29.81    0.14    0.21       0    22.66    0.18    0.27       0
       32768          8192     float     sum      -1    36.65    0.89    1.34       0    37.39    0.88    1.31       0
      262144         65536     float     sum      -1   200.87    1.31    1.96       0   183.92    1.43    2.14       0
     2097152        524288     float     sum      -1  1472.78    1.42    2.14       0  1470.12    1.43    2.14       0
    16777216       4194304     float     sum      -1  11497.9    1.46    2.19       0  11422.4    1.47    2.20       0
   134217728      33554432     float     sum      -1  99398.7    1.35    2.03       0  99216.2    1.35    2.03       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 1.11161 
#
# Collective test concluded: all_reduce_perf
#

